artist,song,energy_level,youtube_code
Black Uhuru,I Love King Selassie,0.831,hftSexRjUjw
Jimmy Cliff,Guns Of Brixton,0.831,rt10xjeIKlY
Billy Preston,Nothing From Nothing,0.831,IX2bE-OBtwk
Jessie J,Price Tag,0.831,qMxX-QOV9tI
Spice Girls,Who Do You Think You Are,0.83,-YriinrRGug
George Strait,Every Little Honky Tonk Bar,0.83,pYw3pI5f8TQ
Sum 41,Pieces,0.83,By7ctqcWxyM
The Cure,In Between Days - Remastered,0.83,gCBPW3KxBuA
Take That,The Flood,0.83,aCHg5r6rFoI
Joss Stone,You Had Me,0.83,opwudiDgv1E
Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),0.83,FuXNumBwDOM
Massive Attack,Safe From Harm - 2012 Mix/Master,0.83,Y47sGPlzPiA
Ocean Colour Scene,The Circle,0.83,6hYgc0fTONc
Prince,Corazon Sin Cara,0.83,XNGWDH-6yv8
Maxi Priest,Holiday,0.8290000000000001,kMjRdLE6PrY
Shaggy,Tu Pum Pum,0.8290000000000001,1gXx_WVk_SE
Apache Indian,Run Run,0.8290000000000001,i6IeBIc3rVw
Sensational Alex Harvey Band,"The Hot City Symphony, Pt. 1: Vambo",0.8290000000000001,orw76eYTAbY
Blondie,Atomic,0.8290000000000001,O_WLw_0DFQQ
Rihanna,Umbrella,0.8290000000000001,CvBfHwUxHIk
Huey Lewis The News,The Power Of Love,0.8290000000000001,KCkgYhtz64U
Pat Benatar,Invincible,0.828,5A4xBp2rizQ
Slick Rick,Mona Lisa,0.828,hcYWVCM2RgY
Metallica,Master of Puppets (Remastered),0.828,u6LahTuw02c
Magazine,Motorcade,0.828,oCv5w1TlLB4
Emeli Sande,Shine,0.828,Qmdwu9whwT0
Jeru the Damaja,Whatever,0.828,p1_Bdwl1niU
Lady GaGa,Born This Way,0.828,wV1FrqwZyKw
Free,Ella Es Mía,0.8270000000000001,uQ3geHmfXUo
Martha Reeves The Vandellas,Nowhere To Run,0.8270000000000001,RQRIOKvR2WM
U2,Desire,0.8270000000000001,z8rQ575DWD8
Bob Dylan,Hurricane,0.8270000000000001,bpZvg_FjL3Q
John Fogerty,Fortunate Son,0.8270000000000001,l5CchLz45fw
Anthrax,Bring The Noise,0.8270000000000001,kl1hgXfX5-U
Stereophonics,Have A Nice Day,0.826,PMs8qCh4vXc
Bee Gees,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",0.826,Fa9n7GirhsI
The Smashing Pumpkins,Today - Remastered,0.826,NItKsTJiJ1Y
Eve,Gangsta Lovin',0.826,aNI8XFEAyI0
Stevie Wonder,Isn't She Lovely,0.826,IVvkjuEAwgU
The Kooks,Sweet Emotion,0.826,ThPkg77sv7o
A Thousand Horses,Preachin' to the Choir,0.825,HDTIeigXD9I
Meat Loaf,Hot Patootie - Bless My Soul,0.825,pMRl55U0eDw
Dr Dre,What's The Difference,0.825,NuKP3CeFDJA
A Thousand Horses,Blaze of Somethin',0.825,a6wyFpE_UcY
Soundgarden,Black Hole Sun,0.825,3mbBbFH9fAg
The Jam,The Eton Rifles,0.825,C7kUDkK70qQ
Nirvana,Come As You Are,0.825,vabnZ9-ex7o
Toby Keith,I Love This Bar,0.825,-Fulz4ytZ54
The Righteous Brothers,Time of My Life,0.825,4BQLE_RrTSU
Dierks Bentley,What Was I Thinkin',0.825,fTqra4YSsaM
Lady Antebellum,Downtown,0.825,3WeSItykFyY
New York Dolls,Jet Boy,0.825,Cbd-BcuPvLA
Sam Hunt,Ex To See,0.8240000000000001,_yQl3C52Smw
Jonny Lang,634-5789,0.8240000000000001,XY-t_lJ6GHE
Billy Currington,It Don't Hurt Like It Used To,0.8240000000000001,H5jSwgcS7rY
Billy Currington,Don't It,0.8240000000000001,UkLp4S-x5b4
Kool And The Gang,Hollywood Swinging,0.8240000000000001,YK-cvcw3ngM
Joe Cocker,Feelin' Alright,0.8240000000000001,FoAO0851FwA
Metallica,Enter Sandman,0.8240000000000001,CD-E-LDc384
The Cadillac Three,Dang If We Didn't,0.8240000000000001,sUTFXgAhdvo
Public Enemy,Bring The Noise,0.8240000000000001,l_Jeyif7bB4
Killing Joke,In Cythera,0.8240000000000001,AgJLb0Vqr-s
Keane,Bend & Break,0.823,50LOhILlLMQ
The Cranberries,Animal Instinct,0.823,ky4CdN0x58A
Tim McGraw,Just To See You Smile,0.823,M9jKwji7imU
Rick James,Mary Jane,0.823,PrPNwLuk0zQ
Anthrax,Antisocial,0.823,Hx_m7Y9nGtU
Jadakiss,U Make Me Wanna,0.8220000000000001,FEN0KRUYmGs
Gary Moore,Wild Frontier - Remastered 2002,0.8220000000000001,LDo5vGnWkVk
Nik Kershaw,Wide Boy,0.8220000000000001,9gQU4OsEVhc
Marc Almond,I Feel Love,0.8220000000000001,MJtyWksh3K0
Rammstein,PUPPE,0.8220000000000001,R4GKOWQZF08
Imagine Dragons,Thunder,0.8220000000000001,fKopy74weus
Aswad,Don't Turn Around,0.8220000000000001,sI1UxHxP29I
Rod Stewart,Young Turks - 2008 Remaster,0.821,PRffie08rgU
Lucinda Williams,Can't Let Go,0.821,8844kApStjg
Jackson 5,Never Can Say Goodbye,0.821,IvmqYZr0RFo
Jonny Lang,Still Rainin',0.821,mn560Wesh-4
James Morrison,Please Don't Stop The Rain,0.821,F2Cm_4573fs
Michael Jackson,Don't Stop 'Til You Get Enough - Single Version,0.821,nf1Or4s1_Ho
Lucinda Williams,This Land is Your Land,0.82,l_F7Ec7fJGM
Rosanne Cash,This Land is Your Land,0.82,svijKDw27NI
Gwen Stefani,CAN'T STOP THE FEELING! - Film Version,0.82,YxRothF-QE4
Gwen Stefani,Move Your Feet / D.A.N.C.E. / It's A Sunshine Day,0.82,v246akBoePQ
Kim Carnes,Hit And Run,0.82,PLf36ysjpuE
Slick Rick,Behind Bars,0.8190000000000001,AVRv1dA5Byc
Spice Girls,Holler,0.8190000000000001,gFBWbH5CeRE
Redman,Time 4 Sumaksion,0.8190000000000001,NiZMqVXVZgA
Jacques Brel,Vesoul,0.8190000000000001,tVKWiseNGUU
Gang Starr,Moment Of Truth,0.8190000000000001,lH3hrtp1T84
Apache Indian,Chok There,0.8190000000000001,_esuL26ZB5I
Pete Townshend,Rough Boys,0.8190000000000001,dkT8W6u81Ks
Lulu,The Boat That I Row,0.8190000000000001,E5usk2yrw0E
Little Big Town,Pontoon,0.8190000000000001,V0O0nzkESTI
The Chemical Brothers,No Geography,0.818,mw_FBYeUdKc
George Thorogood,Delaware Slide,0.818,2lqwbeULlzc
Grand Funk Railroad,"People, Let's Stop The War - Remastered",0.818,zTtVaeCN3JU
Bryan Ferry,Slave To Love,0.818,9kp3N3wQPO0
Texas,The Conversation,0.818,wDPyMD_CLgc
T. Rex,Bang a Gong (Get It On) - Remastered Version,0.818,-noFy_x7Yhg
Thin Lizzy,Rosalie,0.818,cSo9CC2wKVI
Thelma Houston,Don't Leave Me This Way,0.818,FLzbKm56dLI
Supertramp,Give A Little Bit,0.818,J9JOut9yh5g
Eazy-E,Eazy-er Said Than Dunn,0.818,tFJQlFvkmQw
Motley ,Take Me To The Top,0.8170000000000001,7RoP1uXIdwM
Jay-Z,Swagga Like Us (feat. Kanye West & Lil' Wayne),0.8170000000000001,JAaaJ19d9pE
Poco,El Fuego,0.8170000000000001,fVG9den8ExI
Nicki Minaj,Swalla (feat. Nicki Minaj & Ty Dolla $ign),0.8170000000000001,NGLxoKOvzu4
Counting Crows,Mr. Jones,0.8170000000000001,-oqAU5VxFWs
The Cure,The Lovecats,0.816,mcUza_wWCfA
Blondie,Maria,0.816,VoOG7LEyUJ0
Paul Simon,Me and Julio Down by the Schoolyard,0.816,Z6VrKro8djw
New York Dolls,Frankenstein,0.816,jMO3JCrsDx4
Tom Jones,Burning Down The House,0.816,iYuldgIOelY
Motorhead,King of Kings (Triple H),0.816,Zh-kmws3Gx4
Culture Club,Miss Me Blind - Remastered 2003,0.816,ae-T2sXinnI
Richie Havens,Going Back to My Roots,0.816,puDtxG9FBLQ
Simple Minds,Don't You (Forget About Me),0.816,CdqoNKCCt7A
Ronnie Wood,I Can Feel the Fire,0.816,uJL08CfldPw
The Kooks,Naive,0.816,jkaMiaRLgvY
Jurassic 5,What's Golden,0.815,XsZKrctSDaw
Lady GaGa,Poker Face,0.815,bESGLojNYSo
Morrissey,Morning Starship,0.815,Tbbs9QijFmk
Michael Jackson,P.Y.T. (Pretty Young Thing),0.815,1ZZQuj6htF4
Humble Pie,Get Down To It,0.815,cvBgoKdD3LM
George Harrison,Got My Mind Set On You - Extended Version,0.8140000000000001,Iop8-JFnVwQ
The Kinks,This Time Tomorrow,0.8140000000000001,qwVJ7FWc4rQ
EPMD,You Gots To Chill,0.8140000000000001,APMJNyaDC78
Captain Beefheart,Electricity,0.813,S8eRDkiwGMM
Black Eyed Peas,The Time (Dirty Bit),0.813,JwQZQygg3Lk
The Cure,Lovesong,0.813,ks_qOI0lzho
Ludacris,What's Your Fantasy (Featuring Shawna),0.813,mq-Ru6kQhE4
Robert Palmer,Addicted To Love - Edit,0.813,XcATvu5f9vE
Barry White,Let The Music Play,0.813,V3eOuK_-c34
Dierks Bentley,Living,0.813,Iv8Fu7GIutg
Katy Perry,Last Friday Night (T.G.I.F.),0.812,KlyXNRrsk4A
Thelma Houston,Don`t leave me this way ( Radio Edit),0.812,svcbu-fv-GA
LL Cool J,Luv U Better,0.812,udEN8EdJT9k
Helmet,Milquetoast,0.812,lEnMb4m9lu0
Queens Of The Stone Age,The Lost Art Of Keeping A Secret,0.812,0l0nzPpvbFs
Jeru the Damaja,How Ill,0.812,GAV5E18mNsY
The Game,Martians Vs Goblins,0.8109999999999999,gODGcVSzh1U
Brantley Gilbert,The Weekend,0.8109999999999999,dZzkNZ2Nf9M
The Isley Brothers,Twist And Shout,0.8109999999999999,cTaqn8_gMR0
Quincy Jones,Keep Reachin' (feat. Chaka Khan),0.8109999999999999,ZjZTnz_kTq0
Queens Of The Stone Age,Make It Wit Chu,0.8109999999999999,0wTxqHbJOzg
Bryan Adams,Run To You,0.8109999999999999,nCBASt507WA
Rick Ross,Act a Fool (feat. Wale),0.81,SPUCTAQ6j0c
Emeli Sande,Next To Me,0.81,-nwdjQmc_N8
Blink-182,I Really Wish I Hated You,0.81,p9asRPqPbjo
Arcade Fire,Sprawl II (Mountains Beyond Mountains),0.81,NuSbELCNloc
Florence The Machine,Dog Days Are Over,0.81,iWOyfLBYtuU
Ryan Adams,"New York, New York",0.81,hmHgY_J63Ik
Poco,Despedida,0.81,IzU8uK5Cozw
Mumford Sons,Blind Leading The Blind,0.81,LvBcTEhDumw
The Kooks,She Moves In Her Own Way,0.81,rfajVDpGXM8
Robert Cray,Six Strings Down,0.809,qlAdy7Kw1Cs
The All-American Rejects,Send Her To Heaven,0.809,ZtAdgP7KpE0
Bonnie Raitt,Six Strings Down,0.809,psvzznpquSU
John Fogerty,The Old Man Down The Road,0.809,JbSGMRZsN4Q
John Fogerty,Hot Rod Heart,0.809,9P3QYPBB9d0
Eve,Love Is Blind,0.809,zm3wsHstlAc
Keane,This Is The Last Time,0.809,u86VdOc3asA
Eric Church,Springsteen,0.809,l2gGXlW6wSY
Martha Reeves The Vandellas,Heat Wave - Stereo Mix With Fade,0.8079999999999999,JiJUd9WTjrE
Kim Carnes,Crazy In The Night (Barking At Airplanes),0.8079999999999999,RVhJwrWJNm0
Rod Stewart,Have You Ever Seen The Rain,0.8079999999999999,2oX2FSv4Rys
Florence The Machine,Shake It Out,0.8079999999999999,WbN0nX61rIs
The Police,Message In A Bottle,0.8079999999999999,MbXWrmQW-OE
Eric B. Rakim,Microphone Fiend,0.8079999999999999,uPfIIn5V_LQ
Take That,Patience,0.8079999999999999,273eSvOwpKk
Texas,Black Eyed Boy,0.8079999999999999,a-zkhseKzoY
The Jam,In The City,0.8079999999999999,ZcK5Go8CzRc
Helmet,Unsung,0.807,jBfygUiS50g
Snow Patrol,Chocolate,0.807,FT62Gwv70kM
Steppenwolf,Hey Lawdy Mama - Single Version,0.807,sZDdsuvlIC8
The Cranberries,Just My Imagination,0.807,SHoHIL2ABVQ
Dierks Bentley,Burning Man,0.807,2hp7Lotbmgs
Small Faces,Sha La La La Lee - Mono Version,0.807,5BXQvAGs878
Keith Richards,Trouble,0.807,_btCZWi1jkg
Massive Attack,Inertia Creeps,0.8059999999999999,w3mn7EC-skg
Amy Winehouse,You Know I'm No Good,0.8059999999999999,b-I2s5zRbHg
Queens Of The Stone Age,Feet Don't Fail Me,0.8059999999999999,LxijhTgxkyk
Suzanne Vega,"Left Of Center - From ""Pretty In Pink"" Soundtrack",0.8059999999999999,dUltwCv5JNQ
Little Richard,Get Down with It,0.8059999999999999,vSmnPV7bbS4
Jimi Hendrix,All Along the Watchtower,0.805,TLV4_xaYynY
Sam Hunt,Kinfolks,0.805,Wk7ITw2Bl8s
Kip Moore,Beer Money,0.805,JSgyvCan8qg
OMD,So In Love,0.805,mD8TApX3btM
Luke Bryan,"Huntin', Fishin' And Lovin' Every Day",0.805,6l3ukWqRU4s
Lenny Kravitz,Again,0.805,eW2qlKa6oHw
Saint Etienne,Only Love Can Break Your Heart,0.805,vZAajrxvDs4
Eazy-E,No More ?'s,0.805,xETfvKIADGc
Mike the Mechanics,Don't Know What Came Over Me,0.804,W9pHu_Y1l3Q
Rush,Closer To The Heart,0.804,kyhW2v0NDM0
T. Rex,I Love To Boogie,0.804,PL-eI3AdOIg
OneRepublic,Bones (feat. OneRepublic),0.804,DHwxF48LxPU
Schiller,Ruhe - Live,0.804,h8ihaQM_oME
Sammy Hagar,There's Only One Way To Rock,0.804,RcsFpztaJIc
Dierks Bentley,"Woman, Amen",0.804,mXOTJ-tluUU
Lloyd Cole,Rattlesnakes,0.804,gSc46sEZdl4
Grace Jones,Pull Up To The Bumper,0.804,Tc1IphRx1pk
Fats Domino,I'm Ready - Remastered,0.8029999999999999,rBUBntLibiM
Soundgarden,Burden In My Hand,0.8029999999999999,XmIqIVxUuKs
The Killers,Shot At The Night,0.8029999999999999,X4YK-DEkvcw
Lee Scratch Perry,People Funny Boy,0.8029999999999999,CqkXQkWej0Y
Keith Urban,We Were,0.8029999999999999,a5qqslX-hBc
The Band,Las Calaveras Salen de Su Tumba,0.8029999999999999,3BeTsrYAuqk
Chuck Berry,Johnny B. Goode,0.8029999999999999,cQGCWf6azHY
Elton John,Crocodile Rock,0.8029999999999999,QS-YZlJLCbM
Nine Inch Nails,Head Like A Hole,0.8029999999999999,ao-Sahfy7Hg
Pulp,Common People,0.8029999999999999,yuTMWgOduFM
Florence The Machine,Cosmic Love,0.8029999999999999,2EIeUlvHAiM
Amy Winehouse,Me & Mr Jones,0.8029999999999999,PLuf3VsrO4g
Billy Preston,Isn't It A Pity - Live,0.802,GdcSGxXJ8vM
Ne-Yo,Time of Our Lives,0.802,bTXJQ5ql5Fw
Stereophonics,A Thousand Trees,0.802,d-S1o5OmMMo
Spandau Ballet,Gold - 2003 Remaster,0.802,W5MoirYSod8
Bon Jovi,Wanted Dead Or Alive,0.802,SRvCvsRp5ho
James Brown,People Get Up And Drive Your Funky Soul - Remix,0.802,Nl-RVIdTUVI
Huey Lewis The News,Heart And Soul,0.8009999999999999,8TdaXhpjHws
Hoobastank,Running Away,0.8009999999999999,kxwsu8JfvVU
Sam Cooke,Twistin' the Night Away,0.8009999999999999,jSoPeZMHMf4
Poco,Nota024.m4a,0.8009999999999999,ST94Ql_RMqI
The Tubes,White Punks On Dope,0.8009999999999999,XJDQFLLdZ_k
The Clash,London Calling - Remastered,0.8009999999999999,ywlDTOp-Y6I
The Rolling Stones,"Paint It, Black",0.8,O4irXQhgMqg
The Damned,Life Goes On,0.8,TaDbMZlN2Pg
Tears For Fears,Everybody Wants To Rule The World,0.8,aGCdLKXNF3w
Four Tops,Bernadette,0.8,t5XLDIvwqUQ
Frank Zappa,Joe's Garage,0.8,ZlIe5mBqIB4
Arcade Fire,Wake Up,0.8,9zdNdjF-htY
Sonic Youth,Kool Thing,0.8,SDTSUwIZdMk
The Killers,Human,0.8,RIZdjT1472Y
Muddy Waters,Mannish Boy - Ruckus Roboticus Remix,0.8,GiMzOBMoFKA
